assembly Constituency,Candidate Name,Party,Status,Votes,Margin,state
Kavali(114),RAMIREDDY PRATAP KUMAR REDDY,Yuvajana Sramika Rythu Congress Party,lost,75588,( -30948),andraprdesh
Kavali(114),PASUPULETI SUDHAKAR,Independent,lost,11111,( -95425),andraprdesh
Kavali(114),PODALAKURI KALYAN,Indian National Congress,lost,2340,( -104196),andraprdesh
Kavali(114),GUNJI VENKATESWARLU,Bahujan Samaj Party,lost,630,( -105906),andraprdesh
Kavali(114),VIDAVALAPATI SREENIVASULU,Independent,lost,326,( -106210),andraprdesh
Kavali(114),MUPPASANI NARENDRA,Jai Bharat National Party,lost,316,( -106220),andraprdesh
Kavali(114),DEVARAPALLE KRISHNAREDDI,Independent,lost,225,( -106311),andraprdesh
Kavali(114),YELLU SALMAN,Radical Party of India (Ambedkarist),lost,218,( -106318),andraprdesh
Kavali(114),GARRE SURESH BABU,Independent,lost,217,( -106319),andraprdesh
Kavali(114),ANUMALASETTY HARI PRASADA RAO,Independent,lost,153,( -106383),andraprdesh
Kavali(114),VAYILA TIRAPATHI,Independent,lost,147,( -106389),andraprdesh
Kavali(114),SABBELLA VIJAYA BHASKARA REDDY,Pyramid Party of India,lost,145,( -106391),andraprdesh
Kavali(114),NOTA,None of the Above,,2030,( -104506),andraprdesh
Atmakur(115),ANAM.RAMANARAYANA REDDY,Telugu Desam,won,91165,(+ 7576),andraprdesh
Atmakur(115),MEKAPATI VIKRAM REDDY,Yuvajana Sramika Rythu Congress Party,lost,83589,( -7576),andraprdesh
Atmakur(115),CHEVURU SREEDHARA REDDY,Indian National Congress,lost,2915,( -88250),andraprdesh
Atmakur(115),THOGATHARI KRISHNA,Bahujan Samaj Party,lost,1051,( -90114),andraprdesh
Atmakur(115),RAMNARAYANA REDDY DHANIREDDY,Independent,lost,603,( -90562),andraprdesh
Atmakur(115),NELLORE.KRISHNA REDDY,Yuga Thulasi Party,lost,455,( -90710),andraprdesh
Atmakur(115),GANGINENI SRINIVASULU,Independent,lost,182,( -90983),andraprdesh
Atmakur(115),NAGELLA VENKATA BHANU PRAKASH,Independent,lost,165,( -91000),andraprdesh
Atmakur(115),SYED SHUKKUR,Indian Union Muslim League,lost,120,( -91045),andraprdesh
Atmakur(115),BELLAMKONDA VENKATESH,Vishwa Jana Party,lost,103,( -91062),andraprdesh
Atmakur(115),RAMISETTY VENKATESWARLU,Samajwadi Party,lost,84,( -91081),andraprdesh
Atmakur(115),BODDU RAJESWARI,Pyramid Party of India,lost,58,( -91107),andraprdesh
Atmakur(115),RAMANARAYANA REDDY NAGA SAI,Jatiya Jana Sena Party,lost,56,( -91109),andraprdesh
Atmakur(115),NOTA,None of the Above,,2347,( -88818),andraprdesh
Kovur(116),PRASHANTHI REDDY VEMIREDDY,Telugu Desam,won,130623,(+ 54583),andraprdesh
Kovur(116),NALLAPAREDDY PRASANNA KUMAR REDDY,Yuvajana Sramika Rythu Congress Party,lost,76040,( -54583),andraprdesh
Kovur(116),KIRAN KUMAR REDDY NARAPAREDDY,Indian National Congress,lost,3203,( -127420),andraprdesh
Kovur(116),SHAIK CHOTE SAHEB,Independent,lost,899,( -129724),andraprdesh
Kovur(116),ANIL KADIMPATI,Bahujan Samaj Party,lost,837,( -129786),andraprdesh
Kovur(116),ALLA SIVAIAH,Jaibhim Rao Bharat Party,lost,307,( -130316),andraprdesh
Kovur(116),POLAVARAPU SUNANDA,Jai Maha Bharath Party,lost,202,( -130421),andraprdesh
Kovur(116),CHAKKIRALA ANITHAMMA,Independent,lost,184,( -130439),andraprdesh
Kovur(116),MODEM SREENIVASULU REDDY,Independent,lost,175,( -130448),andraprdesh
Kovur(116),SOMA GOPAL,Bharatha Chaitanya Yuvajana Party,lost,121,( -130502),andraprdesh
Kovur(116),UJWAL KUMAR KANDIKATTU,Independent,lost,113,( -130510),andraprdesh
Kovur(116),RAGHURAM PANDHI,Loktantrik Janta Dal,lost,97,( -130526),andraprdesh
Kovur(116),RAMISETTY SAI,Radical Party of India (Ambedkarist),lost,76,( -130547),andraprdesh
Kovur(116),NOTA,None of the Above,,2377,( -128246),andraprdesh
Nellore City(117),NARAYANA PONGURU,Telugu Desam,won,120551,(+ 72489),andraprdesh
Nellore City(117),KHALEEL AHAMAD MD,Yuvajana Sramika Rythu Congress Party,lost,48062,( -72489),andraprdesh
Nellore City(117),MULAM. RAMESH,Communist Party of India  (Marxist),lost,2038,( -118513),andraprdesh
Nellore City(117),CHALLA SARATH KUMAR,Bahujan Samaj Party,lost,1277,( -119274),andraprdesh
Nellore City(117),AMEER AHMED SHAIK,Social Democratic Party Of India,lost,1060,( -119491),andraprdesh
Nellore City(117),HANUMANTHA RAO DESAISETTY,Independent,lost,143,( -120408),andraprdesh
Nellore City(117),KALAHASTI CHENCHU MAHESH,Bharatha Chaitanya Yuvajana Party,lost,119,( -120432),andraprdesh
Nellore City(117),VELURU. RANGA RAO,Independent,lost,118,( -120433),andraprdesh
Nellore City(117),PONNAPUDI SYAMALA,Pyramid Party of India,lost,91,( -120460),andraprdesh
Nellore City(117),BANDARU VENKATA SRIDHAR,Independent,lost,82,( -120469),andraprdesh
Nellore City(117),RAGUNATH RAMISETTY,Jaibhim Rao Bharat Party,lost,67,( -120484),andraprdesh
Nellore City(117),DASARI GOWTHAM,Independent,lost,53,( -120498),andraprdesh
Nellore City(117),NARU. RAVI KUMAR REDDY,Independent,lost,48,( -120503),andraprdesh
Nellore City(117),GUNDALA PADMA REDDY,Independent,lost,39,( -120512),andraprdesh
Nellore City(117),D. SUNEEL KUMAR,Radical Party of India (Ambedkarist),lost,23,( -120528),andraprdesh
Nellore City(117),NOTA,None of the Above,,967,( -119584),andraprdesh
Nellore Rural(118),KOTAMREDDY SRIDHAR REDDY,Telugu Desam,won,109975,(+ 34480),andraprdesh
Nellore Rural(118),ADALA PRABHAKARA REDDY,Yuvajana Sramika Rythu Congress Party,lost,75495,( -34480),andraprdesh
Nellore Rural(118),SHAIK FAYAZ,Indian National Congress,lost,4280,( -105695),andraprdesh
Nellore Rural(118),FAZIL SYED,Social Democratic Party Of India,lost,957,( -109018),andraprdesh
Nellore Rural(118),BODEDDULA SRIRAMULU,Bahujan Samaj Party,lost,684,( -109291),andraprdesh
Nellore Rural(118),ANIL KUMAR SURISETTY,Revolutionary Socialist Party,lost,592,( -109383),andraprdesh
Nellore Rural(118),SHAIK SARDAR HUSSIEN,Independent,lost,167,( -109808),andraprdesh
Nellore Rural(118),SHAIK MUJEEB,Independent,lost,155,( -109820),andraprdesh
Nellore Rural(118),KATTA SIREESH,Akhil Bharatiya Jan Sangh,lost,100,( -109875),andraprdesh
Nellore Rural(118),BOMMALATA SURESH,Independent,lost,75,( -109900),andraprdesh
Nellore Rural(118),JADDA NIRANJAN,Independent,lost,46,( -109929),andraprdesh
Nellore Rural(118),NOTA,None of the Above,,2016,( -107959),andraprdesh
Sarvepalli(119),CHANDRA MOHAN REDDY SOMIREDDY,Telugu Desam,won,103278,(+ 16288),andraprdesh
Sarvepalli(119),KAKANI GOVARDHAN REDDY,Yuvajana Sramika Rythu Congress Party,lost,86990,( -16288),andraprdesh
Sarvepalli(119),CHANDRASEKHAR POOLA,Indian National Congress,lost,1577,( -101701),andraprdesh
Sarvepalli(119),JANAKI PRASAD,Bahujan Samaj Party,lost,574,( -102704),andraprdesh
Sarvepalli(119),MANNEM PEDDA PUTTAIAH,Independent,lost,445,( -102833),andraprdesh
Sarvepalli(119),PINISETTY SRIHARI,Pyramid Party of India,lost,153,( -103125),andraprdesh
Sarvepalli(119),KURAPATI VIJAYA BABU,Young Senior Rich Common People Kings Party,lost,148,( -103130),andraprdesh
Sarvepalli(119),KOSURU NARAYANA,Independent,lost,122,( -103156),andraprdesh
Sarvepalli(119),BHASKAR THIGALA,Independent,lost,93,( -103185),andraprdesh
Sarvepalli(119),NAKKA MANOHAR,Jatiya Jana Sena Party,lost,80,( -103198),andraprdesh
Sarvepalli(119),GOLLAMURI RAVI,Independent,lost,78,( -103200),andraprdesh
Sarvepalli(119),TATIPARTHI VENU,Independent,lost,66,( -103212),andraprdesh
Sarvepalli(119),KADIVETI VENKAIAH,Independent,lost,55,( -103223),andraprdesh
Sarvepalli(119),NOTA,None of the Above,,2057,( -101221),andraprdesh
Gudur(120),PASIM SUNIL KUMAR,Telugu Desam,won,102675,(+ 21192),andraprdesh
Gudur(120),MERIGA MURALIDHAR,Yuvajana Sramika Rythu Congress Party,lost,81483,( -21192),andraprdesh
Gudur(120),DR UYYALA RAMAKRISHNA RAO,Indian National Congress,lost,3308,( -99367),andraprdesh
Gudur(120),ANNEM MALLIKHARJUN,Bahujan Samaj Party,lost,1598,( -101077),andraprdesh
Gudur(120),VADANALA VENKAIAH,Independent,lost,510,( -102165),andraprdesh
Gudur(120),KARLA RAMESH BABU,Indian Believers Party (IBP),lost,304,( -102371),andraprdesh
Gudur(120),YALAPALLI SRINIVASULU,Independent,lost,266,( -102409),andraprdesh
Gudur(120),THATIPARTHI BABU,Independent,lost,232,( -102443),andraprdesh
Gudur(120),DURTHATI POLAMMA,Pyramid Party of India,lost,228,( -102447),andraprdesh
Gudur(120),PALLI KOTESWARA RAO,Independent,lost,200,( -102475),andraprdesh
Gudur(120),BODDU MURALI,Independent,lost,180,( -102495),andraprdesh
Gudur(120),GORRIPATI VENKATESWARLU,Jai Bharat National Party,lost,178,( -102497),andraprdesh
Gudur(120),SUNEEL RAJU DARLA,Samajwadi Party,lost,140,( -102535),andraprdesh
Gudur(120),BIKKI VENKATA RAMANAIAH,Independent,lost,134,( -102541),andraprdesh
Gudur(120),NOTA,None of the Above,,3129,( -99546),andraprdesh
Sullurpeta(121),NELAVALA VIJAYASREE,Telugu Desam,won,111048,(+ 29115),andraprdesh
Sullurpeta(121),KILIVETI SANJEEVAIAH,Yuvajana Sramika Rythu Congress Party,lost,81933,( -29115),andraprdesh
Sullurpeta(121),CHANDANAMUDI SIVA,Indian National Congress,lost,4124,( -106924),andraprdesh
Sullurpeta(121),TOPPANI RAMANAIAH,Bahujan Samaj Party,lost,666,( -110382),andraprdesh
Sullurpeta(121),NIDIGUNTA ARUNA,Independent,lost,594,( -110454),andraprdesh
Sullurpeta(121),KANDATI RAJANIKANTH,Liberation Congress Party,lost,520,( -110528),andraprdesh
Sullurpeta(121),BURAKALA LEELA MOHAN,Independent,lost,369,( -110679),andraprdesh
Sullurpeta(121),T.S.RAGHAVULU,Independent,lost,280,( -110768),andraprdesh
Sullurpeta(121),BIGUVU SRINIVASULU,Samajwadi Party,lost,181,( -110867),andraprdesh
Sullurpeta(121),NOTA,None of the Above,,3423,( -107625),andraprdesh
Venkatagiri(122),KURUGONDLA RAMAKRISHNA,Telugu Desam,won,104398,(+ 16294),andraprdesh
Venkatagiri(122),NEDURUMALLI RAM KUMAR REDDY,Yuvajana Sramika Rythu Congress Party,lost,88104,( -16294),andraprdesh
Venkatagiri(122),PANTA SRINIVASULU REDDY,Indian National Congress,lost,1935,( -102463),andraprdesh
Venkatagiri(122),PERALA   JAYACHANDRA,Bahujan Samaj Party,lost,729,( -103669),andraprdesh
Venkatagiri(122),CH. VENKATACHALAPATHI,Independent,lost,479,( -103919),andraprdesh
Venkatagiri(122),SHAIK SHAFI,Radical Party of India (Ambedkarist),lost,226,( -104172),andraprdesh
Venkatagiri(122),S. NAGARAJU,Neethi Nijayithi Party,lost,202,( -104196),andraprdesh
Venkatagiri(122),CH. SIVAKRISHNA,Bharatha Chaitanya Yuvajana Party,lost,187,( -104211),andraprdesh
Venkatagiri(122),ARMUGON. V,Independent,lost,161,( -104237),andraprdesh
Venkatagiri(122),MUPPALLA SREERAMARAJU,Jai Bharat National Party,lost,107,( -104291),andraprdesh
Venkatagiri(122),NOTA,None of the Above,,3037,( -101361),andraprdesh
Udayagiri(123),KAKARLA SURESH,Telugu Desam,won,101537,(+ 9621),andraprdesh
Udayagiri(123),MEKAPATI RAJAGOPAL REDDY,Yuvajana Sramika Rythu Congress Party,lost,91916,( -9621),andraprdesh
Udayagiri(123),ANIL KUMAR REDDY SOMU,Indian National Congress,lost,2512,( -99025),andraprdesh
Udayagiri(123),KRAKUTURU PUSHPANJALI,Bahujan Samaj Party,lost,978,( -100559),andraprdesh
Udayagiri(123),VINJAM SRIKANTH,Independent,lost,405,( -101132),andraprdesh
Udayagiri(123),NALLAPANENI VENKATESWARLU,Pyramid Party of India,lost,340,( -101197),andraprdesh
Udayagiri(123),RAVIPATI SAMBAIAH,Independent,lost,324,( -101213),andraprdesh
Udayagiri(123),LEKKALA KONDAIAH,Independent,lost,170,( -101367),andraprdesh
Udayagiri(123),RAMESH DUDDUKURU,Independent,lost,149,( -101388),andraprdesh
Udayagiri(123),KETHIREDDY KRISHNA KUMAR REDDY,Independent,lost,90,( -101447),andraprdesh
Udayagiri(123),CHEJARLA SUBBA REDDY,Independent,lost,88,( -101449),andraprdesh
Udayagiri(123),DR. MULA VENKATA RAMANA REDDY,Independent,lost,88,( -101449),andraprdesh
Udayagiri(123),CHERUKURI VENUGOPAL,Independent,lost,82,( -101455),andraprdesh
Udayagiri(123),PAIDI MANOHAR,Radical Party of India (Ambedkarist),lost,78,( -101459),andraprdesh
Udayagiri(123),DONTHIREDDY NARASIMHA REDDY,Independent,lost,63,( -101474),andraprdesh
Udayagiri(123),NOTA,None of the Above,,2072,( -99465),andraprdesh
Kadapa(126),MADHAVI REDDAPPA GARI,Telugu Desam,won,90988,(+ 18860),andraprdesh
Kadapa(126),AMZATH BASHA SHAIK BEPARI,Yuvajana Sramika Rythu Congress Party,lost,72128,( -18860),andraprdesh
Kadapa(126),T.K. AFZAL. ALI KHAN,Indian National Congress,lost,24500,( -66488),andraprdesh
Kadapa(126),VENKATA SUBBA REDDY RAJU,Bahujan Samaj Party,lost,360,( -90628),andraprdesh
Kadapa(126),PATTUPOGULA PAVAN KUMAR,National Maha Sabha Party,lost,285,( -90703),andraprdesh
Kadapa(126),SUDHAKAR PANETI,Independent,lost,155,( -90833),andraprdesh
Kadapa(126),AVVARU MALLIKARJUNA,Jaathia Chethi Vruthula Ikya Vedika Party,lost,117,( -90871),andraprdesh
Kadapa(126),AKBER MAHABOOB BASHA,Anna YSR Congress Party,lost,116,( -90872),andraprdesh
Kadapa(126),VEMPALLI DWARAKA NATH REDDY,Independent,lost,111,( -90877),andraprdesh
Kadapa(126),SETTYPALLE SUBRAMANYAM,Reforms Party of India,lost,105,( -90883),andraprdesh
Kadapa(126),AHMED BASHA SHAIK BEPARI,Independent,lost,85,( -90903),andraprdesh
Kadapa(126),SHAIK ALISHARE,Indian Union Muslim League,lost,69,( -90919),andraprdesh
Kadapa(126),LOMADA CHANDRA MOHAN REDDY,Independent,lost,64,( -90924),andraprdesh
Kadapa(126),NOTA,None of the Above,,1444,( -89544),andraprdesh
Rayachoti(128),MANDIPALLI RAMPRASAD REDDY,Telugu Desam,won,95925,(+ 2495),andraprdesh
Rayachoti(128),GADIKOTA SRIKANTH REDDY,Yuvajana Sramika Rythu Congress Party,lost,93430,( -2495),andraprdesh
Rayachoti(128),SHAIK ALLABAKASH,Indian National Congress,lost,5571,( -90354),andraprdesh
Rayachoti(128),BUSAPOGULA ANJINEYULU,Bahujan Samaj Party,lost,1289,( -94636),andraprdesh
Rayachoti(128),KOTHA SREEKANTH REDDY,Independent,lost,418,( -95507),andraprdesh
Rayachoti(128),SHAIK MOHAMMED GHOUSE,Independent,lost,332,( -95593),andraprdesh
Rayachoti(128),ANANTHAPURAM HARI KRISHNA,Liberation Congress Party,lost,308,( -95617),andraprdesh
Rayachoti(128),MANOHAR REPANA,Anna YSR Congress Party,lost,173,( -95752),andraprdesh
Rayachoti(128),MULALA CHIDAMBAR REDDY,Indian Praja Congress,lost,169,( -95756),andraprdesh
Rayachoti(128),GUDI MADHU SUDHAN,Jai Bharat National Party,lost,149,( -95776),andraprdesh
Rayachoti(128),VATTAM NARESH KUMAR REDDY,Independent,lost,142,( -95783),andraprdesh
Rayachoti(128),SHAIK SHAPABUL BASHA,Indian Union Muslim League,lost,125,( -95800),andraprdesh
Rayachoti(128),PENUGONDA VENKATARAMANA,Independent,lost,101,( -95824),andraprdesh
Rayachoti(128),SHAIK DARBAR ALI,Navarang Congress Party,lost,95,( -95830),andraprdesh
Rayachoti(128),SHAIK JEELAN BASHA,Jatiya Jana Sena Party,lost,82,( -95843),andraprdesh
Rayachoti(128),NOTA,None of the Above,,1592,( -94333),andraprdesh
Kamalapuram(130),KRISHNA CHAITANYA REDDY PUTHA,Telugu Desam,won,95207,(+ 25357),andraprdesh
Kamalapuram(130),POCHIMAREDDY RAVINDRANATH REDDY,Yuvajana Sramika Rythu Congress Party,lost,69850,( -25357),andraprdesh
Kamalapuram(130),CHINNARIGANDLA BALA CHENNAIAH,Bahujan Samaj Party,lost,2261,( -92946),andraprdesh
Kamalapuram(130),GALI CHANDRA,Communist Party of India,lost,1092,( -94115),andraprdesh
Kamalapuram(130),VEERANARAYANA REDDY RAJOLI,Independent,lost,823,( -94384),andraprdesh
Kamalapuram(130),RAJASEKHAR REDDY LINGALA,Independent,lost,222,( -94985),andraprdesh
Kamalapuram(130),NARREDDY KISHORE REDDY,Jai Swaraj Party,lost,193,( -95014),andraprdesh
Kamalapuram(130),YARAMALA ANITHA,Independent,lost,145,( -95062),andraprdesh
Kamalapuram(130),PAMUJULA SIVA RAMA BRAMHMAM GOUD,Pyramid Party of India,lost,115,( -95092),andraprdesh
Kamalapuram(130),PUTHA NAGESHWARA REDDY,Young Senior Rich Common People Kings Party,lost,86,( -95121),andraprdesh
Kamalapuram(130),MADHUSUDHANA REDDY GUMMALLA,Independent,lost,74,( -95133),andraprdesh
Kamalapuram(130),NOTA,None of the Above,,2128,( -93079),andraprdesh
Proddatur(132),NANDYALA VARADA RAJULA REDDY,Telugu Desam,won,106712,(+ 22744),andraprdesh
Proddatur(132),RACHAMALLU SIVA PRASAD REDDY,Yuvajana Sramika Rythu Congress Party,lost,83968,( -22744),andraprdesh
Proddatur(132),SHAIK POOLA MAHAMMAD NAZEER,Indian National Congress,lost,6016,( -100696),andraprdesh
Proddatur(132),PICHOLLA SUBBARAYUDU,Bahujan Samaj Party,lost,1733,( -104979),andraprdesh
Proddatur(132),T. RAVI KUMAR,Independent,lost,199,( -106513),andraprdesh
Proddatur(132),T. KARUNAKAR,Jaibhim Rao Bharat Party,lost,192,( -106520),andraprdesh
Proddatur(132),BOLLAVARAM VENKATA PRASAD REDDY,Independent,lost,125,( -106587),andraprdesh
Proddatur(132),CHANDRA PRABHAKARA REDDY PALLETI,Independent,lost,111,( -106601),andraprdesh
Proddatur(132),POTHUGANTI RAFI,Jai Bharat National Party,lost,91,( -106621),andraprdesh
Proddatur(132),POGAKU HANUMANTHA REDDY,Pyramid Party of India,lost,90,( -106622),andraprdesh
Proddatur(132),MAHMMED RAFI,Navarang Congress Party,lost,71,( -106641),andraprdesh
Proddatur(132),E. L. V. SURESH BABU,Jaathia Chethi Vruthula Ikya Vedika Party,lost,69,( -106643),andraprdesh
Proddatur(132),PUTTA LAKSHMI REDDY,Independent,lost,64,( -106648),andraprdesh
Proddatur(132),GUNDLADURTHI SEETHARAMIREDDY,Jai Maha Bharath Party,lost,60,( -106652),andraprdesh
Proddatur(132),P. MUNI REDDY BANGARU,All India Forward Bloc,lost,43,( -106669),andraprdesh
Proddatur(132),NOTA,None of the Above,,1740,( -104972),andraprdesh
Mydukur(133),SUDHAKAR PUTTA,Telugu Desam,won,96181,(+ 20950),andraprdesh
Mydukur(133),RAGHURAMI REDDY SETTIPALLY,Yuvajana Sramika Rythu Congress Party,lost,75231,( -20950),andraprdesh
Mydukur(133),GUNDLAKUNTA SREERAMULU,Indian National Congress,lost,4579,( -91602),andraprdesh
Mydukur(133),DASARI SADAYYAGARI KALYAN,Bahujan Samaj Party,lost,1429,( -94752),andraprdesh
Mydukur(133),ANANDA RAO PANDITI,Andhra Rastra Praja Samithi,lost,679,( -95502),andraprdesh
Mydukur(133),SIVA SANKAR REDDY SIDDAMREDDY,Independent,lost,320,( -95861),andraprdesh
Mydukur(133),RAJA RAMI REDDY SRIYAPUREDDY,Anna YSR Congress Party,lost,169,( -96012),andraprdesh
Mydukur(133),LEKKALA SREENUVASULA REDDY,Jai Bharat National Party,lost,117,( -96064),andraprdesh
Mydukur(133),AVULA VENKATA RAMANA,Independent,lost,102,( -96079),andraprdesh
Mydukur(133),BALAIAH YADAV POTHANABOINA,Independent,lost,95,( -96086),andraprdesh
Mydukur(133),RAGHURAMI REDDY MUTHURU,Revolutionary Socialist Party,lost,90,( -96091),andraprdesh
Mydukur(133),AVUTALA RAJESWARA REDDY,All India Forward Bloc,lost,53,( -96128),andraprdesh
Mydukur(133),YELLUGALLA RAJESH,Mahajana Rajyam Party,lost,50,( -96131),andraprdesh
Mydukur(133),VENKATA SUDHAKAR REDDY PALLAVOLU,Rashtriya Samaj Dal (R),lost,43,( -96138),andraprdesh
Mydukur(133),RAVEENDRA ANDE,Samajwadi Party,lost,38,( -96143),andraprdesh
Mydukur(133),NOTA,None of the Above,,1564,( -94617),andraprdesh
Allagadda(134),AKHILA PRIYA BHUMA,Telugu Desam,won,98881,(+ 12037),andraprdesh
Allagadda(134),BRIJENDRA REDDY GANGULA (NANI),Yuvajana Sramika Rythu Congress Party,lost,86844,( -12037),andraprdesh
Allagadda(134),BARAGODLA HUSSAIN BASHA,Indian National Congress,lost,6100,( -92781),andraprdesh
Allagadda(134),VARIKUTI HANNAMMA,Bahujan Samaj Party,lost,1030,( -97851),andraprdesh
Allagadda(134),JAJJARI MARIYADAS,Independent,lost,856,( -98025),andraprdesh
Allagadda(134),K. CHANDRA SEKHARA REDDY,Independent,lost,657,( -98224),andraprdesh
Allagadda(134),T.A. NARASIMHA RAO,Independent,lost,337,( -98544),andraprdesh
Allagadda(134),GANGULA PRAHLADA REDDY,Independent,lost,322,( -98559),andraprdesh
Allagadda(134),KOTTAPU PEDDI REDDY,Independent,lost,272,( -98609),andraprdesh
Allagadda(134),NERELLA OBULESU,Revolutionary Socialist Party,lost,218,( -98663),andraprdesh
Allagadda(134),EPANAGANDLA SREENIVASULU YADAV,Samajwadi Party,lost,164,( -98717),andraprdesh
Allagadda(134),M.KRISHNA REDDY,Praja Ektha Party,lost,130,( -98751),andraprdesh
Allagadda(134),DARA SHEKHAR,Jaibhim Rao Bharat Party,lost,119,( -98762),andraprdesh
Allagadda(134),ARLA PADMAJA,Independent,lost,115,( -98766),andraprdesh
Allagadda(134),CHEEMALA RAMESH,Navarang Congress Party,lost,113,( -98768),andraprdesh
Allagadda(134),ANISETTY BALA PEDDAIAH,Independent,lost,111,( -98770),andraprdesh
Allagadda(134),CHENNAIAH MADARA,Anna YSR Congress Party,lost,108,( -98773),andraprdesh
Allagadda(134),C. VENKATA RAMANA,Neethi Nijayithi Party,lost,93,( -98788),andraprdesh
Allagadda(134),NOTA,None of the Above,,1582,( -97299),andraprdesh
Srisailam(135),BUDDA RAJASEKHARA REDDY,Telugu Desam,won,81699,(+ 6385),andraprdesh
Srisailam(135),SILPA CHAKRAPANI REDDY,Yuvajana Sramika Rythu Congress Party,lost,75314,( -6385),andraprdesh
Srisailam(135),ISMAIL.A.S,Indian National Congress,lost,3429,( -78270),andraprdesh
Srisailam(135),N.K.YUNUS,Social Democratic Party Of India,lost,750,( -80949),andraprdesh
Srisailam(135),PALLE.CHANDRA SEKHAR,Bahujan Samaj Party,lost,567,( -81132),andraprdesh
Srisailam(135),JAYA KUMARA SWAMY,Independent,lost,282,( -81417),andraprdesh
Srisailam(135),GOONDLA MALLIKARJUNA GOUD (PANDU),National Maha Sabha Party,lost,224,( -81475),andraprdesh
Srisailam(135),PEDDIREDDY GANGADHARAREDDY,Independent,lost,207,( -81492),andraprdesh
Srisailam(135),SYED MAHAMMAD SIKINDHAR BASHA,Jai Bharat National Party,lost,171,( -81528),andraprdesh
Srisailam(135),PATTEKALLA ELIYAS,Independent,lost,165,( -81534),andraprdesh
Srisailam(135),ALLE ESWARA REDDY,Independent,lost,140,( -81559),andraprdesh
