Party,Won,Total,Parliamentary Constituency,Candidate Name,candidateParty,Status,Votes,Margin
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Nallathambi, K.",Desiya Murpokku Dravida Kazhagam,lost,223904,( -573052)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Jagadesh Chander, M.",Naam Tamilar Katchi,lost,120838,( -676118)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Tamizhmadhi, D.",Bahujan Samaj Party,lost,13810,( -783146)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Ashok Priyadarshan, S.",Desiya Makkal Sakthi Katchi,lost,2946,( -794010)
Indian National Congress - INC,99,99,TIRUVALLUR(1),Malathi,Naadaalum Makkal Katchi,lost,2853,( -794103)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Mani, E.",Independent,lost,2752,( -794204)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Devandhran, M.",Anna MGR Dravida Makkal Kalgam,lost,2008,( -794948)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Manimaran, V.",Independent,lost,1922,( -795034)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Balakrishnan, K.",Independent,lost,1690,( -795266)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Bharathidasan, S.S.",Independent,lost,1631,( -795325)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Shakthivel, A.J.",Independent,lost,1613,( -795343)
Indian National Congress - INC,99,99,TIRUVALLUR(1),"Sivasankaran, V.",Independent,lost,1110,( -795846)
Indian National Congress - INC,99,99,TIRUVALLUR(1),NOTA,None of the Above,,18978,( -777978)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),GOPINATH K,Indian National Congress,won,492883,(+ 192486)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam,lost,300397,( -192486)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),NARASIMHAN C,Bharatiya Janata Party,lost,214125,( -278758)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),VIDHYA RANI,Naam Tamilar Katchi,lost,107083,( -385800)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),ARUMUGAM M,Bharatiya Praja Aikyata Party,lost,6154,( -486729)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),DR.SHANMUGAM .A.R,Independent,lost,5583,( -487300)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),ESHWARAN C,Independent,lost,4128,( -488755)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),TAMILSELVAN S,Bahujan Samaj Party,lost,3698,( -489185)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),SWAMINATHAN T G,Aravor Munnetra Kazhagam,lost,1978,( -490905)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),MANI K,Chennai Youth Party,lost,1972,( -490911)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),SRINIVASAN K,Independent,lost,1621,( -491262)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),VENKATESHKUMAR M,Independent,lost,1590,( -491293)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),ALBERT FRANCIS XAVIER S,Independent,lost,1423,( -491460)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),SUBRAMANI M,Tamilar Makkal Katchi,lost,1195,( -491688)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),SARAVANAKUMAR A,Independent,lost,1169,( -491714)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),ANNADURAI K,Independent,lost,1160,( -491723)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),ANAND KUMAR A,Independent,lost,1160,( -491723)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),MAHARAJAN G,Independent,lost,995,( -491888)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),VIJAYAKUMAR K P,Anaithu India Makkal Katchi,lost,937,( -491946)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),JAGADHEESAN C,Viro Ke Vir Indian Party,lost,900,( -491983)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),DEEKSHITH M,Karunaadu Party,lost,824,( -492059)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),RAMESH A,Independent,lost,819,( -492064)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),RAJESHWARI B.H.,Independent,lost,799,( -492084)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),CHANDRAMOHAN K.M.,Independent,lost,792,( -492091)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),DEVAPPA Y,Independent,lost,724,( -492159)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),VEERASAMY C,Independent,lost,660,( -492223)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),YUVARAJ K P U,Independent,lost,405,( -492478)
Indian National Congress - INC,99,99,KRISHNAGIRI(9),NOTA,None of the Above,,10982,( -481901)
Indian National Congress - INC,99,99,KARUR(23),JOTHIMANI. S,Indian National Congress,won,534906,(+ 166816)
Indian National Congress - INC,99,99,KARUR(23),THANGAVEL. L,All India Anna Dravida Munnetra Kazhagam,lost,368090,( -166816)
Indian National Congress - INC,99,99,KARUR(23),SENTHILNATHAN. V.V,Bharatiya Janata Party,lost,102482,( -432424)
Indian National Congress - INC,99,99,KARUR(23),KARUPPAIYA. R,Naam Tamilar Katchi,lost,87503,( -447403)
Indian National Congress - INC,99,99,KARUR(23),SANKARAN. S,Bahujan Samaj Party,lost,2680,( -532226)
Indian National Congress - INC,99,99,KARUR(23),SAKTHIVEL. R,Independent,lost,2413,( -532493)
Indian National Congress - INC,99,99,KARUR(23),ABILAZAN. N,Independent,lost,1921,( -532985)
Indian National Congress - INC,99,99,KARUR(23),KARTHIKPERUMAL. R,Independent,lost,1809,( -533097)
Indian National Congress - INC,99,99,KARUR(23),KATHIRAVAN. P,Independent,lost,1448,( -533458)
Indian National Congress - INC,99,99,KARUR(23),KARUNAMOORTHY. S,Independent,lost,1278,( -533628)
Indian National Congress - INC,99,99,KARUR(23),MOHAMED NAZEEM. S,Independent,lost,938,( -533968)
Indian National Congress - INC,99,99,KARUR(23),PALANISAMY. N.A,Independent,lost,934,( -533972)
Indian National Congress - INC,99,99,KARUR(23),SHANMUGAM. N,Samaniya Makkal Nala Katchi,lost,929,( -533977)
Indian National Congress - INC,99,99,KARUR(23),KALAIRAJ. K,Independent,lost,811,( -534095)
Indian National Congress - INC,99,99,KARUR(23),JOTHIMANI. A.K,Independent,lost,808,( -534098)
Indian National Congress - INC,99,99,KARUR(23),KANNAN. T,Independent,lost,788,( -534118)
Indian National Congress - INC,99,99,KARUR(23),JOTHIMANI. S,Independent,lost,780,( -534126)
Indian National Congress - INC,99,99,KARUR(23),SATHASIVAM. R,Independent,lost,729,( -534177)
Indian National Congress - INC,99,99,KARUR(23),MANIKANDAN. K,Independent,lost,685,( -534221)
Indian National Congress - INC,99,99,KARUR(23),KOSAMALAR. P,Independent,lost,644,( -534262)
Indian National Congress - INC,99,99,KARUR(23),MURUGESAN. K,Ganasangam Party of India,lost,630,( -534276)
Indian National Congress - INC,99,99,KARUR(23),MAHESWARAN. A,Independent,lost,590,( -534316)
Indian National Congress - INC,99,99,KARUR(23),REGIS THIYAGARAJAN. V.G.A,Independent,lost,572,( -534334)
Indian National Congress - INC,99,99,KARUR(23),VINCENT. F,Anti Corruption Dynamic Party,lost,515,( -534391)
Indian National Congress - INC,99,99,KARUR(23),NATRAYAN. R,Independent,lost,503,( -534403)
Indian National Congress - INC,99,99,KARUR(23),BANUMATHY. S,Independent,lost,496,( -534410)
Indian National Congress - INC,99,99,KARUR(23),UMADEVI. S,Independent,lost,453,( -534453)
Indian National Congress - INC,99,99,KARUR(23),VARADAN. M,Independent,lost,429,( -534477)
Indian National Congress - INC,99,99,KARUR(23),MURALI. M,Independent,lost,417,( -534489)
Indian National Congress - INC,99,99,KARUR(23),SAKTHIVEL. N,Independent,lost,415,( -534491)
Indian National Congress - INC,99,99,KARUR(23),BABU. G,Independent,lost,387,( -534519)
Indian National Congress - INC,99,99,KARUR(23),JAFAR ALI. A,Independent,lost,371,( -534535)
Indian National Congress - INC,99,99,KARUR(23),PRABHU. G,Independent,lost,354,( -534552)
Indian National Congress - INC,99,99,KARUR(23),PALANIVEL. P,Independent,lost,350,( -534556)
Indian National Congress - INC,99,99,KARUR(23),ANBAZHAGAN. T,Independent,lost,339,( -534567)
Indian National Congress - INC,99,99,KARUR(23),MURUGESAN. P,Independent,lost,327,( -534579)
Indian National Congress - INC,99,99,KARUR(23),SOWMIYA. R,Independent,lost,310,( -534596)
Indian National Congress - INC,99,99,KARUR(23),SATHISHKUMAR. S,Independent,lost,306,( -534600)
Indian National Congress - INC,99,99,KARUR(23),VINOTH KUMAR. N,Independent,lost,276,( -534630)
Indian National Congress - INC,99,99,KARUR(23),DHURAIYARASAN. P,Independent,lost,275,( -534631)
Indian National Congress - INC,99,99,KARUR(23),SATHIS KUMAR. C,Independent,lost,267,( -534639)
Indian National Congress - INC,99,99,KARUR(23),THIRUGNANAM. M,Independent,lost,258,( -534648)
Indian National Congress - INC,99,99,KARUR(23),SATHISH. P,Independent,lost,244,( -534662)
Indian National Congress - INC,99,99,KARUR(23),MAHAMUNI. A,Independent,lost,213,( -534693)
Indian National Congress - INC,99,99,KARUR(23),RAJAPANDIAN. K,Independent,lost,209,( -534697)
Indian National Congress - INC,99,99,KARUR(23),JOTHIVEL. A,Independent,lost,206,( -534700)
Indian National Congress - INC,99,99,KARUR(23),BASKARAN. N,Independent,lost,205,( -534701)
Indian National Congress - INC,99,99,KARUR(23),PUSHPARAJ. N,Independent,lost,199,( -534707)
Indian National Congress - INC,99,99,KARUR(23),NARENDRAKUMAR. G,Independent,lost,197,( -534709)
Indian National Congress - INC,99,99,KARUR(23),PRASANTH. S,Independent,lost,194,( -534712)
Indian National Congress - INC,99,99,KARUR(23),SUBASH MALAYALAM. T,Independent,lost,186,( -534720)
Indian National Congress - INC,99,99,KARUR(23),NAGESVARAN. P,Independent,lost,185,( -534721)
Indian National Congress - INC,99,99,KARUR(23),DANIYA. P,Independent,lost,165,( -534741)
Indian National Congress - INC,99,99,KARUR(23),SIVAKUMAR. V,Independent,lost,151,( -534755)
Indian National Congress - INC,99,99,KARUR(23),NOTA,None of the Above,,8275,( -526631)
Indian National Congress - INC,99,99,CUDDALORE(26),M.K. VISHNUPRASAD,Indian National Congress,won,455053,(+ 185896)
Indian National Congress - INC,99,99,CUDDALORE(26),P. SIVAKOZHUNDU,Desiya Murpokku Dravida Kazhagam,lost,269157,( -185896)
Indian National Congress - INC,99,99,CUDDALORE(26),THANKAR BACHAN,Pattali Makkal Katchi,lost,205244,( -249809)
Indian National Congress - INC,99,99,CUDDALORE(26),V. MANIVASAGAN,Naam Tamilar Katchi,lost,57424,( -397629)
Indian National Congress - INC,99,99,CUDDALORE(26),S. ARIVUDAINAMBI,Anti Corruption Dynamic Party,lost,6500,( -448553)
Indian National Congress - INC,99,99,CUDDALORE(26),A. BALAJI,Independent,lost,5450,( -449603)
Indian National Congress - INC,99,99,CUDDALORE(26),V.THANIGAISELVAN,Bahujan Samaj Party,lost,3971,( -451082)
Indian National Congress - INC,99,99,CUDDALORE(26),K. MAYAKRISHNAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,lost,3702,( -451351)
Indian National Congress - INC,99,99,CUDDALORE(26),SU.VA. DHATSHANAMOORTHY,Independent,lost,3419,( -451634)
Indian National Congress - INC,99,99,CUDDALORE(26),S. RAMALINGAM,Independent,lost,3216,( -451837)
Indian National Congress - INC,99,99,CUDDALORE(26),G. PICHAMUTHU,Independent,lost,2194,( -452859)
Indian National Congress - INC,99,99,CUDDALORE(26),R. ANANDHI,Independent,lost,1696,( -453357)
Indian National Congress - INC,99,99,CUDDALORE(26),S. CHAKKARAVARTHY,Independent,lost,1488,( -453565)
Indian National Congress - INC,99,99,CUDDALORE(26),R. SRINIVASAN,Independent,lost,1363,( -453690)
Indian National Congress - INC,99,99,CUDDALORE(26),V. DAKSHANAAMURTHY,Independent,lost,1286,( -453767)
Indian National Congress - INC,99,99,CUDDALORE(26),THANGA MURUGAN,Desiya Makkal Sakthi Katchi,lost,1036,( -454017)
Indian National Congress - INC,99,99,CUDDALORE(26),R. RAJASEKAR,Independent,lost,712,( -454341)
Indian National Congress - INC,99,99,CUDDALORE(26),R. PRAKASH,Independent,lost,700,( -454353)
Indian National Congress - INC,99,99,CUDDALORE(26),S. RAJAMOHAN,Independent,lost,660,( -454393)
Indian National Congress - INC,99,99,CUDDALORE(26),NOTA,None of the Above,,7292,( -447761)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),SUDHA R,Indian National Congress,won,518459,(+ 271183)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),BABU P,All India Anna Dravida Munnetra Kazhagam,lost,247276,( -271183)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),STALIN M K,Pattali Makkal Katchi,lost,166437,( -352022)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),KALIYAMMAL P,Naam Tamilar Katchi,lost,127642,( -390817)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),KARTHICK A,Samaniya Makkal Nala Katchi,lost,3891,( -514568)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),ILANCHEZHIAN T,Bahujan Samaj Party,lost,2898,( -515561)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),BABU S,Independent,lost,1838,( -516621)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),MANIMARAN T,Independent,lost,1711,( -516748)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),NAGARAJAN K,Independent,lost,1347,( -517112)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),SILAMBARASAN D,Independent,lost,1256,( -517203)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),JAFARULLAH KHAN F,Independent,lost,1236,( -517223)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),TIMOTHY T,Independent,lost,1175,( -517284)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),PANDIYARAJAN S,Independent,lost,1174,( -517285)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),VEDARETHINAM S,Anna MGR Dravida Makkal Kalgam,lost,782,( -517677)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),NITHIYANANTHAM S,Naadaalum Makkal Katchi,lost,739,( -517720)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),SRINIVASAN V,Independent,lost,617,( -517842)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),DHAKSHINAMOORTHY M,Independent,lost,535,( -517924)
Indian National Congress - INC,99,99,MAYILADUTHURAI(28),NOTA,None of the Above,,8695,( -509764)
Indian National Congress - INC,99,99,SIVAGANGA(31),KARTI P CHIDAMBARAM,Indian National Congress,won,427677,(+ 205664)
Indian National Congress - INC,99,99,SIVAGANGA(31),XAVIERDASS A,All India Anna Dravida Munnetra Kazhagam,lost,222013,( -205664)
Indian National Congress - INC,99,99,SIVAGANGA(31),DHEVANATHAN YADAV T,Bharatiya Janata Party,lost,195788,( -231889)
Indian National Congress - INC,99,99,SIVAGANGA(31),EZHILARASI,Naam Tamilar Katchi,lost,163412,( -264265)
Indian National Congress - INC,99,99,SIVAGANGA(31),DHANALAKSHMI M,Independent,lost,8512,( -419165)
Indian National Congress - INC,99,99,SIVAGANGA(31),GOVINDHARAJU M.G,Independent,lost,4241,( -423436)
Indian National Congress - INC,99,99,SIVAGANGA(31),NAGARAJAN  KR,Independent,lost,3696,( -423981)
Indian National Congress - INC,99,99,SIVAGANGA(31),PALANIYAPPAN  R,Independent,lost,3427,( -424250)
Indian National Congress - INC,99,99,SIVAGANGA(31),RANJITHKUMAR BALUSWAMY,Bahujan Samaj Party,lost,3171,( -424506)
Indian National Congress - INC,99,99,SIVAGANGA(31),BASKARAN S,Independent,lost,2194,( -425483)
Indian National Congress - INC,99,99,SIVAGANGA(31),KALAISELVAM K,Independent,lost,1663,( -426014)
Indian National Congress - INC,99,99,SIVAGANGA(31),MALAISAMY K,Independent,lost,1527,( -426150)
Indian National Congress - INC,99,99,SIVAGANGA(31),SEKAR  A,Independent,lost,1292,( -426385)
Indian National Congress - INC,99,99,SIVAGANGA(31),SELVARAJ P,Independent,lost,1111,( -426566)
Indian National Congress - INC,99,99,SIVAGANGA(31),THILLAIVASAGAM   M,Vidiyalai Thedum Indhiyargal Party,lost,1073,( -426604)
Indian National Congress - INC,99,99,SIVAGANGA(31),ASHOK KUMAR K,Independent,lost,1034,( -426643)
Indian National Congress - INC,99,99,SIVAGANGA(31),KARTHICK  C,Independent,lost,981,( -426696)
Indian National Congress - INC,99,99,SIVAGANGA(31),MUTHARASU PANDIYAN  V,Independent,lost,828,( -426849)
Indian National Congress - INC,99,99,SIVAGANGA(31),KALAIRAJA  B,Independent,lost,819,( -426858)
Indian National Congress - INC,99,99,SIVAGANGA(31),KARTHIKAIRAJAN  P,Independent,lost,771,( -426906)
Indian National Congress - INC,99,99,SIVAGANGA(31),NOTA,None of the Above,,8189,( -419488)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),MANICKAM TAGORE B,Indian National Congress,won,385256,(+ 4379)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),VIJAYAPRABHAKARAN V,Desiya Murpokku Dravida Kazhagam,lost,380877,( -4379)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),RADIKAA R,Bharatiya Janata Party,lost,166271,( -218985)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),KAUSHIK S,Naam Tamilar Katchi,lost,77031,( -308225)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),RAJESH,Independent,lost,6173,( -379083)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),ASHOK KUMAR M,Bharatiya Praja Aikyata Party,lost,5293,( -379963)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),SEKAR S,Hindu Samaj Party,lost,3446,( -381810)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),MANIKANDAN M,Independent,lost,3346,( -381910)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),MAYAK KANNAN,Independent,lost,2751,( -382505)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),MAHENDRA RAMAKRISHNAN P,Independent,lost,2405,( -382851)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),SURESH,Bahujan Samaj Party,lost,2397,( -382859)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),SELVI K,Independent,lost,2188,( -383068)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),PANDIYAMMAL R,Independent,lost,2133,( -383123)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),SUDALAIMANI M,Independent,lost,1359,( -383897)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),PALANICHAMY P,Bahujan Dravida Party,lost,1263,( -383993)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),PALANISAMY K,Independent,lost,1257,( -383999)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),VENKATESWARAN V K,Independent,lost,1247,( -384009)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),SELVARAJAN V V,Independent,lost,1121,( -384135)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),MARIEESWARI M,Independent,lost,1110,( -384146)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),SANKARANARAYANAN N,Independent,lost,998,( -384258)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),SELVAKUMAR M,Independent,lost,902,( -384354)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),MUTHUKANNU C,Tamilaga Makkal Nala Katchi,lost,761,( -384495)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),MARISELVAM S,All India People Development Party,lost,711,( -384545)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),JEYARAJ T,Independent,lost,610,( -384646)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),VEDHA @  DHAMODHARAN,Independent,lost,600,( -384656)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),RAJAGOPAL S,Independent,lost,527,( -384729)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),GANESHAMOORTHI G,Independent,lost,460,( -384796)
Indian National Congress - INC,99,99,VIRUDHUNAGAR(34),NOTA,None of the Above,,9408,( -375848)
Indian National Congress - INC,99,99,TIRUNELVELI(38),ROBERT BRUCE C,Indian National Congress,won,502296,(+ 165620)
Indian National Congress - INC,99,99,TIRUNELVELI(38),NAINAR NAGENTHRAN,Bharatiya Janata Party,lost,336676,( -165620)
Indian National Congress - INC,99,99,TIRUNELVELI(38),JANSI RANI M,All India Anna Dravida Munnetra Kazhagam,lost,89601,( -412695)
Indian National Congress - INC,99,99,TIRUNELVELI(38),SATHYA,Naam Tamilar Katchi,lost,87686,( -414610)
Indian National Congress - INC,99,99,TIRUNELVELI(38),POTTAL SUNDARA MUNISWARAN,Independent,lost,19852,( -482444)
Indian National Congress - INC,99,99,TIRUNELVELI(38),ATHISAYAM V,Independent,lost,3781,( -498515)
Indian National Congress - INC,99,99,TIRUNELVELI(38),BALASUBRAMANIAN,Bahujan Samaj Party,lost,2067,( -500229)
Indian National Congress - INC,99,99,TIRUNELVELI(38),CHINNA MAHARAJA K,Independent,lost,1895,( -500401)
Indian National Congress - INC,99,99,TIRUNELVELI(38),DAVID M,Independent,lost,1836,( -500460)
Indian National Congress - INC,99,99,TIRUNELVELI(38),SAMUEL LAWRENCE PONNIAH,Independent,lost,1497,( -500799)
Indian National Congress - INC,99,99,TIRUNELVELI(38),BISHOP DR GODFREY WASHINGTON NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,lost,1475,( -500821)
Indian National Congress - INC,99,99,TIRUNELVELI(38),LENIN K,Independent,lost,1450,( -500846)
Indian National Congress - INC,99,99,TIRUNELVELI(38),CHANDRAN M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,lost,1413,( -500883)
Indian National Congress - INC,99,99,TIRUNELVELI(38),SELVA KUMAR S,Bahujan Dravida Party,lost,1346,( -500950)
Indian National Congress - INC,99,99,TIRUNELVELI(38),KUMAR V,Puthiya Makkal Tamil Desam Katchi,lost,1072,( -501224)
Indian National Congress - INC,99,99,TIRUNELVELI(38),MUTHURAMAN A,Aravor Munnetra Kazhagam,lost,1048,( -501248)
Indian National Congress - INC,99,99,TIRUNELVELI(38),THALAPATHY MURUGAN M,Independent,lost,917,( -501379)
Indian National Congress - INC,99,99,TIRUNELVELI(38),SIVARAM K,Independent,lost,875,( -501421)
Indian National Congress - INC,99,99,TIRUNELVELI(38),RAMAKRISHNAN N,Nam India Naam Indiyar Katchi,lost,790,( -501506)
Indian National Congress - INC,99,99,TIRUNELVELI(38),SURESH,Independent,lost,788,( -501508)
Indian National Congress - INC,99,99,TIRUNELVELI(38),DR RAJENDRA RETNAM K,Independent,lost,689,( -501607)
Indian National Congress - INC,99,99,TIRUNELVELI(38),SEVAL KANNAN B ADVOCATE,Independent,lost,636,( -501660)
Indian National Congress - INC,99,99,TIRUNELVELI(38),RAGHAVAN C M,Independent,lost,366,( -501930)
Indian National Congress - INC,99,99,TIRUNELVELI(38),NOTA,None of the Above,,7396,( -494900)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,won,546248,(+ 179907)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),RADHAKRISHNAN P,Bharatiya Janata Party,lost,366341,( -179907)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),MARIA JENNIFER CLARA MICHAEL,Naam Tamilar Katchi,lost,52721,( -493527)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),PASILIAN NAZERATH,All India Anna Dravida Munnetra Kazhagam,lost,41393,( -504855)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),NAGOOR MEERAN PEER MOHAMED U,Independent,lost,4415,( -541833)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),BERRILA L,Independent,lost,3262,( -542986)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),BALASUBRAMANIAN T,Independent,lost,2072,( -544176)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),VIJAYAN G,Bahujan Samaj Party,lost,1623,( -544625)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),DENNISON V,Independent,lost,1278,( -544970)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),DR TOM MANOHAR C M,Punnagai Desam Party,lost,1040,( -545208)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),SATHISH BABU P,Independent,lost,748,( -545500)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),RAJAN SINGH,Bahujan Dravida Party,lost,598,( -545650)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),GEETA M,Thakkam Katchi,lost,552,( -545696)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),SANTHAKUMAR N,Independent,lost,527,( -545721)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),RAMESHKUMAR J L,Independent,lost,465,( -545783)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),ESAKKIMUTHU N,Independent,lost,441,( -545807)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),AYYAPPAN V,Independent,lost,373,( -545875)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),SARAVANAN N,Samaniya Makkal Nala Katchi,lost,315,( -545933)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),VINO JEBA SEELAN T,Independent,lost,270,( -545978)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),KRISHNAN P,Independent,lost,254,( -545994)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),VENKADESH S C,Independent,lost,188,( -546060)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),ANTONY MICHAEL J,Independent,lost,175,( -546073)
Indian National Congress - INC,99,99,KANNIYAKUMARI(39),NOTA,None of the Above,,3756,( -542492)
Indian National Congress - INC,99,99,Saharanpur(1),IMRAN MASOOD,Indian National Congress,won,547967,(+ 64542)
Indian National Congress - INC,99,99,Saharanpur(1),RAGHAV LAKHANPAL,Bharatiya Janata Party,lost,483425,( -64542)
Indian National Congress - INC,99,99,Saharanpur(1),MAJID ALI,Bahujan Samaj Party,lost,180353,( -367614)
Indian National Congress - INC,99,99,Saharanpur(1),MOHD INAM,Akhil Bhartiya Parivar Party,lost,5400,( -542567)
Indian National Congress - INC,99,99,Saharanpur(1),SHABNAM,Independent,lost,2373,( -545594)
Indian National Congress - INC,99,99,Saharanpur(1),SHAHBAJ,Independent,lost,1698,( -546269)
Indian National Congress - INC,99,99,Saharanpur(1),RASHID KHAN,Independent,lost,1230,( -546737)
Indian National Congress - INC,99,99,Saharanpur(1),TASMEEM BANO,Independent,lost,885,( -547082)
Indian National Congress - INC,99,99,Saharanpur(1),RAJKUMAR,Independent,lost,813,( -547154)
Indian National Congress - INC,99,99,Saharanpur(1),KAMRAN,Independent,lost,745,( -547222)
Indian National Congress - INC,99,99,Saharanpur(1),NOTA,None of the Above,,4566,( -543401)
Indian National Congress - INC,99,99,Sitapur(30),RAKESH RATHOR,Indian National Congress,won,531138,(+ 89641)
Indian National Congress - INC,99,99,Sitapur(30),RAJESH VERMA,Bharatiya Janata Party,lost,441497,( -89641)
Indian National Congress - INC,99,99,Sitapur(30),MAHENDRA SINGH YADAV,Bahujan Samaj Party,lost,99364,( -431774)
Indian National Congress - INC,99,99,Sitapur(30),MO. KASHIF ANSARI,Apna Dal (Kamerawadi),lost,7586,( -523552)
